Affluence,Capacite,Journee,Jours,Date,Heure,Domicile,Resultat,exterieur,Derby,Victoire_dom,Dom_plac_joun,ext_plac_joun,Dom_plac_final,ext_plac_final
37334,41044,12,ven,02/11/2013,20:00,Olympique de lyonnais,2-0,EA Guingamp,0,42.1,13,10,5,16
33202,41044,14,ven,23/11/2013,20:00,Olympique de lyonnais,1-1,Valenciennes FC,0,42.1,8,18,5,19
29152,41044,16,jeu,05/12/2013,21:00,Olympique de lyonnais,1-1,Toulouse FC,0,42.1,12,14,5,9
34218,41044,18,dim,15/12/2013,21:00,Olympique de lyonnais,2-2,Olympique de Marseille,1,42.1,11,6,5,6
36099,41044,20,ven,11/01/2014,20:00,Olympique de lyonnais,2-0,FC Sochaux-Montbeliard,0,42.1,9,19,5,18
34929,41044,22,dim,26/01/2014,14:00,Olympique de lyonnais,3-0,evian Thonon Gaillard FC,0,42.1,6,17,5,14
35103,41044,25,dim,16/02/2014,14:00,Olympique de lyonnais,3-1,AC Ajaccio,0,42.1,6,20,5,20
35865,41044,27,dim,02/03/2014,17:00,Olympique de lyonnais,0-0,Montpellier Herault SC,0,42.1,6,11,5,15
35062,41044,29,dim,16/03/2014,17:00,Olympique de lyonnais,2-3,AS Monaco FC,0,42.1,5,2,5,2
36822,41044,31,dim,30/03/2014,21:00,Olympique de lyonnais,1-2,AS Saint-Etienne,1,42.1,5,4,5,4
38096,41044,33,dim,13/04/2014,21:00,Olympique de lyonnais,1-0,Paris Saint-Germain FC,1,42.1,5,1,5,1
36958,41044,35,dim,27/04/2014,17:00,Olympique de lyonnais,4-1,SC Bastia,0,42.1,5,11,5,10
39533,41044,37,ven,10/05/2014,21:00,Olympique de lyonnais,0-1,FC Lorient,0,42.1,5,8,5,8
27811,41044,1,dim,10/08/2014,17:00,Olympique de lyonnais,2-0,Stade Rennais FC,0,73.7,2,18,2,9
24636,41044,3,dim,24/08/2014,14:00,Olympique de lyonnais,0-1,RC Lens,0,73.7,13,15,2,20
34099,41044,5,sam,12/09/2014,20:30,Olympique de lyonnais,2-1,AS Monaco FC,0,73.7,13,19,2,3
32523,41044,7,mer,24/09/2014,19:00,Olympique de lyonnais,4-0,FC Lorient,0,73.7,8,17,2,16
34349,41044,9,dim,05/10/2014,17:00,Olympique de lyonnais,3-0,Lille OSC,0,73.7,6,4,2,8
35688,41044,10,dim,19/10/2014,21:00,Olympique de lyonnais,5-1,Montpellier Herault SC,0,73.7,4,11,2,7
38712,41044,11,dim,26/10/2014,21:00,Olympique de lyonnais,1-0,Olympique de Marseille,1,73.7,3,1,2,4
36461,41044,13,dim,09/11/2014,14:00,Olympique de lyonnais,3-1,EA Guingamp,0,73.7,3,18,2,10
32513,41044,16,jeu,04/12/2014,21:00,Olympique de lyonnais,2-1,Stade de Reims,0,73.7,3,9,2,15
32972,41044,18,sam,12/12/2014,20:30,Olympique de lyonnais,3-0,SM Caen,0,73.7,3,20,2,13
35928,41044,20,dim,11/01/2015,17:00,Olympique de lyonnais,3-0,Toulouse FC,0,73.7,1,15,2,17
36580,41044,22,dim,25/01/2015,14:00,Olympique de lyonnais,2-0,FC Metz,0,73.7,1,20,2,19
37581,41044,24,dim,08/02/2015,21:00,Olympique de lyonnais,1-1,Paris Saint-Germain FC,1,73.7,1,3,2,1
36819,41044,26,dim,22/02/2015,17:00,Olympique de lyonnais,1-0,FC Nantes,0,73.7,1,11,2,14
36300,41044,30,ven,21/03/2015,16:00,Olympique de lyonnais,1-2,OGC Nice,0,73.7,2,12,2,11
36549,41044,32,mer,15/04/2015,18:30,Olympique de lyonnais,2-0,SC Bastia,0,73.7,2,14,2,12
37715,41044,33,dim,19/04/2015,21:00,Olympique de lyonnais,2-2,AS Saint-Etienne,1,73.7,2,5,2,5
36839,41044,35,ven,02/05/2015,17:00,Olympique de lyonnais,2-0,evian Thonon Gaillard FC ,0,73.7,2,18,2,18
39961,41044,37,ven,16/05/2015,21:00,Olympique de lyonnais,1-1,FC Girondins de Bordeaux,0,73.7,2,6,2,6
28116,39490,1,dim,09/08/2015,21:00,Olympique de lyonnais,0-0,FC Lorient,0,63.2,9,9,2,15
31470,39490,3,ven,22/08/2015,17:00,Olympique de lyonnais,1-2,Stade Rennais FC,0,63.2,12,5,2,8
32137,39490,5,ven,12/09/2015,17:00,Olympique de lyonnais,0-0,Lille OSC,0,63.2,6,13,2,5
25658,39490,7,mer,23/09/2015,19:00,Olympique de lyonnais,2-0,SC Bastia,0,63.2,4,16,2,10
30089,39490,9,ven,03/10/2015,17:30,Olympique de lyonnais,1-0,Stade de Reims,0,63.2,6,7,2,18
32327,39490,11,sam,23/10/2015,20:30,Olympique de lyonnais,3-0,Toulouse FC,0,63.2,4,18,2,17
38752,39490,13,dim,08/11/2015,21:00,Olympique de lyonnais,3-0,AS Saint-Etienne,1,63.2,2,5,2,6
29960,39490,15,sam,27/11/2015,20:30,Olympique de lyonnais,2-4,Montpellier Herault SC,0,63.2,4,13,2,12
36068,39490,17,ven,05/12/2015,17:00,Olympique de lyonnais,0-2,Angers SCO,0,63.2,5,2,2,9
55168,59186,20,ven,09/01/2016,17:00,Olympique de lyonnais,4-1,ESTAC Troyes,0,63.2,6,20,2,20
56105,59186,22,dim,24/01/2016,21:00,Olympique de lyonnais,1-1,Olympique de Marseille,1,63.2,9,8,2,13
30143,59186,24,mer,03/02/2016,19:00,Olympique de lyonnais,3-0,FC Girondins de Bordeaux,0,63.2,10,11,2,11
38467,59186,26,dim,14/02/2016,14:00,Olympique de lyonnais,4-1,SM Caen,0,63.2,5,10,2,7
56662,59186,28,dim,28/02/2016,21:00,Olympique de lyonnais,2-1,Paris Saint-Germain FC,1,63.2,3,1,2,1
33133,59186,29,dim,06/03/2016,21:00,Olympique de lyonnais,5-1,EA Guingamp,0,63.2,3,17,2,16
47505,59186,31,ven,19/03/2016,21:00,Olympique de lyonnais,2-0,FC Nantes,0,63.2,4,8,2,14
55749,59186,34,sam,15/04/2016,20:30,Olympique de lyonnais,1-1,OGC Nice,0,63.2,3,4,2,4
50546,59186,36,ven,30/04/2016,21:00,Olympique de lyonnais,2-1,GFC Ajaccio,0,63.2,2,17,2,19
56696,59186,37,ven,07/05/2016,21:00,Olympique de lyonnais,6-1,AS Monaco FC,0,63.2,2,3,2,3
41171,59186,2,sam,19/08/2016,20:45,Olympique de lyonnais,2-0,SM Caen,0,63.2,1,12,4,17
40976,59186,4,ven,10/09/2016,17:00,Olympique de lyonnais,1-3,FC Girondins de Bordeaux,0,63.2,8,4,4,6
32193,59186,6,mer,21/09/2016,19:00,Olympique de lyonnais,5-1,Montpellier Herault SC,0,63.2,7,13,4,15
57050,59186,8,dim,02/10/2016,20:45,Olympique de lyonnais,2-0,AS Saint-Etienne,1,63.2,5,9,4,8
39184,59186,10,ven,22/10/2016,17:00,Olympique de lyonnais,1-3,EA Guingamp,0,63.2,10,5,4,10
33886,59186,12,ven,05/11/2016,20:00,Olympique de lyonnais,2-1,SC Bastia,0,63.2,7,17,4,20
55107,59186,14,dim,27/11/2016,20:45,Olympique de lyonnais,1-2,Paris Saint-Germain FC,1,63.2,7,3,4,2
33901,59186,17,dim,11/12/2016,15:00,Olympique de lyonnais,1-0,Stade Rennais FC,0,63.2,4,5,4,9
32098,59186,19,mer,21/12/2016,20:50,Olympique de lyonnais,2-0,Angers SCO,0,63.2,4,17,4,12
48147,59186,21,dim,22/01/2017,21:00,Olympique de lyonnais,3-1,Olympique de Marseille,1,63.2,4,7,4,5
35479,59186,22,ven,28/01/2017,17:00,Olympique de lyonnais,1-2,Lille OSC,0,63.2,4,11,4,11
28349,59186,24,mer,08/02/2017,19:00,Olympique de lyonnais,4-0,AS Nancy Lorraine,0,63.2,4,13,4,19
35197,59186,26,dim,19/02/2017,17:00,Olympique de lyonnais,4-2,Dijon FCO,0,63.2,4,17,4,16
32488,59186,27,dim,26/02/2017,17:00,Olympique de lyonnais,5-0,FC Metz,0,63.2,4,15,4,14
34463,59186,29,dim,12/03/2017,17:00,Olympique de lyonnais,4-0,Toulouse FC,0,63.2,4,11,4,13
35595,59186,32,ven,08/04/2017,20:00,Olympique de lyonnais,1-4,FC Lorient,0,63.2,4,18,4,18
44411,59186,34,dim,23/04/2017,21:15,Olympique de lyonnais,1-2,AS Monaco FC,0,63.2,4,1,4,1
34473,59186,36,dim,07/05/2017,17:00,Olympique de lyonnais,3-2,FC Nantes,0,63.2,4,8,4,7
50080,59186,38,ven,20/05/2017,21:00,Olympique de lyonnais,3-3,OGC Nice,0,63.2,4,3,4,3
39177,59186,1,ven,05/08/2017,20:00,Olympique de lyonnais,4-0,RC Strasbourg Alsace,0,63.2,1,20,3,15
42073,59186,3,ven,19/08/2017,17:00,Olympique de lyonnais,3-3,FC Girondins de Bordeaux,0,63.2,4,6,3,6
36697,59186,5,dim,10/09/2017,17:00,Olympique de lyonnais,2-1,EA Guingamp,0,63.2,3,12,3,12
33600,59186,7,ven,23/09/2017,20:00,Olympique de lyonnais,3-3,Dijon FCO,0,63.2,7,17,3,11
43295,59186,9,sam,13/10/2017,20:45,Olympique de lyonnais,3-2,AS Monaco FC,0,63.2,6,2,3,2
53921,59186,11,dim,29/10/2017,15:00,Olympique de lyonnais,2-0,FC Metz,0,63.2,3,20,3,20
47651,59186,13,dim,19/11/2017,17:00,Olympique de lyonnais,0-0,Montpellier Herault SC,0,63.2,3,8,3,10
31679,59186,15,mer,29/11/2017,19:00,Olympique de lyonnais,1-2,Lille OSC,0,63.2,3,18,3,17
57206,59186,18,dim,17/12/2017,21:00,Olympique de lyonnais,2-0,Olympique de Marseille,1,63.2,3,4,3,4
36691,59186,20,dim,14/01/2018,17:00,Olympique de lyonnais,1-1,Angers SCO,0,63.2,3,18,3,14
57582,59186,22,dim,21/01/2018,21:00,Olympique de lyonnais,2-1,Paris Saint-Germain FC,1,63.2,2,1,3,1
39188,59186,25,dim,11/02/2018,21:00,Olympique de lyonnais,0-2,Stade Rennais FC,0,63.2,4,8,3,5
58069,59186,27,dim,25/02/2018,17:00,Olympique de lyonnais,1-1,AS Saint-Etienne,1,63.2,4,12,3,7
39530,59186,29,dim,11/03/2018,17:00,Olympique de lyonnais,1-0,SM Caen,0,63.2,4,12,3,16
48548,59186,31,dim,01/04/2018,21:00,Olympique de lyonnais,2-0,Toulouse FC,0,63.2,4,17,3,18
47513,59186,33,ven,14/04/2018,17:00,Olympique de lyonnais,3-0,Amiens SC,0,63.2,3,14,3,13
50443,59186,35,ven,28/04/2018,17:00,Olympique de lyonnais,2-0,FC Nantes,0,63.2,2,10,3,9
54273,59186,36,dim,06/05/2018,16:30,Olympique de lyonnais,3-0,ESTAC Troyes,0,63.2,2,19,3,19
56953,59186,38,ven,19/05/2018,21:00,Olympique de lyonnais,3-2,OGC Nice,0,63.2,3,8,3,8
